train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,current_epoch,train_loss,kld,recon_loss
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,0,183.8173199226843,0.5487155326853058,183.26860333015907
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,1,128.58613400959837,0.6019217543180476,127.98421267514729
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,2,124.48303294313547,0.6005933788599889,123.88243962914905
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,3,122.49246877596524,0.6008223884672091,121.89164615862936
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,4,121.35217264080575,0.5985974425768984,120.75357519328924
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,5,120.59854695019801,0.600346638023524,119.9982002637663
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,6,120.01358200831966,0.6000267876445918,119.41355520849069
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,7,119.5020289131291,0.5716228952723972,118.93040634913997
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,8,119.03716341303199,0.5560423260894269,118.48112129506485
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,9,118.63177705206265,0.5558093845514961,118.0759679046125
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,10,118.23228307060116,0.5550748050542168,117.6772084104422
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,11,117.90605572442324,0.5557375586493898,117.35031819211844
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,12,117.5402203133093,0.5555289199997707,116.98469151449467
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,13,117.18698166483674,0.5556931785457042,116.63128864435859
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,14,116.83311479262885,0.5558908074600262,116.27722378725505
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,15,116.50599442792861,0.5563643798643713,115.94963010503442
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,16,116.17451991297264,0.5567978729200627,115.61772193697935
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,17,115.87078520211067,0.5578813819595463,115.31290355703449
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,18,115.52500624683022,0.5587148011060051,114.96629156460419
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,19,115.23000664473898,0.5598145232674825,114.67019219161398
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,20,114.88910367343966,0.5631462058968307,114.3259573246234
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,21,114.7392330275056,0.5669147497382612,114.17231801069903
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,22,114.28767074669264,0.5757548802465365,113.7119159593108
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,23,114.21516001158656,0.5897090263788213,113.62545110375842
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,24,113.94452781044976,0.6003290131605791,113.34419857467735
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,25,113.34812261254748,0.6066147592844884,112.74150768301105
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,26,113.05043603043529,0.6156027758319075,112.43483333693025
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,27,112.79974470612753,0.6269363322969299,112.17280856812198
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,28,112.40205450742943,0.6308479664734056,111.77120647114285
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,29,112.13085612934597,0.6295310980048627,111.50132494341602
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,30,111.77391722452575,0.6306324390416645,111.14328453949143
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,31,111.46539171756302,0.6384268455742472,110.82696457330694
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,32,111.18546822057903,0.641315821126021,110.54415223348207
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,33,110.85211670596297,0.6406424094958859,110.211474297455
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,34,110.6153167808912,0.6425570476779622,109.97275981586941
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,35,110.37559134130319,0.6448537298987583,109.73073788637615
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,36,109.93093058549238,0.6478945731458085,109.28303624780139
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,37,109.7089465230868,0.6510179181125283,109.0579286859839
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,38,109.35682197697255,0.6507527844681924,108.70606901895934
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,39,109.11498176195344,0.6536413151256287,108.46134029831016
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,40,108.79358074546519,0.6567110702477766,108.13686956753388
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,41,108.71867897497356,0.6554884360640089,108.063190270524
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,42,108.31421421114253,0.6578692191213534,107.6563448826911
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,43,107.90657730524053,0.6594967697206782,107.24708059742964
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,44,107.88389756007747,0.6608828019700657,107.22301466293756
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,45,107.7091716534525,0.6617223149505109,107.04744889064388
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,46,107.44481557772305,0.6631949893018817,106.781620594678
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,47,107.09057250470747,0.6631051081320198,106.42746721973735
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,48,106.7193500244815,0.6642918392439574,106.05505813682936
tunning_0,100,100,15,2,128,False,1.0,0.5,50,3e-05,gumbel,49,106.51330393585711,0.6659224524023784,105.84738146534282
tunning_1,100,100,15,2,128,False,1.0,0.5,50,3e-05,bc,0,184.87605129684533,0.13743421712694742,184.73861791284045
tunning_1,100,100,15,2,128,False,1.0,0.5,50,3e-05,bc,1,129.9858776956632,0.008689969158036768,129.9771878152921
tunning_1,100,100,15,2,128,False,1.0,0.5,50,3e-05,bc,2,125.64604309250636,0.005957032627173962,125.64008592637204
tunning_1,100,100,15,2,128,False,1.0,0.5,50,3e-05,bc,3,123.23695601152451,0.0034157873371883567,123.23354044540153
tunning_1,100,100,15,2,128,False,1.0,0.5,50,3e-05,bc,4,121.80399685011385,0.0023682901519350708,121.80162823924702
tunning_1,100,100,15,2,128,False,1.0,0.5,50,3e-05,bc,5,120.85623527231796,0.0020369767106539513,120.85419851903757
