train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,model_name,current_epoch,train_loss,kld,recon_loss
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,35,111.28026150866766,0.5505987297105526,110.72966298477425
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,36,111.00347584255492,0.54611805591794,110.45735775436485
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,37,110.89789990166933,0.543822055034216,110.35407792402236
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,38,110.79165400721092,0.5327422688020527,110.25891193368817
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,39,110.72496989550511,0.5438535104799007,110.18111651510165
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,40,110.73219042193165,0.5418348720719143,110.19035529036549
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,41,110.55156918520427,0.5501713235733917,110.00139778095055
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,42,110.71756314440985,0.5511181999965268,110.16644489435859
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,43,121.01344716614781,0.672514269694439,120.34093268800177
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,44,110.94126630751468,0.6503063341530647,110.29095990091398
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,45,110.20382934907524,0.6921998236060801,109.51162934698452
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,46,109.98531135011115,0.6924089506186174,109.29290227731947
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,47,109.76598847109969,0.6926275623437449,109.07336097000712
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,48,109.62758362490828,0.6926193372320734,108.93496409042106
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,49,109.55864298277797,0.6930018679871743,108.86564155705068
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,0,132.89929873640367,0.0010006611495283922,132.89829781042278
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,1,124.81931132111102,0.0043600971890273834,124.81495105890937
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,2,121.71256715553241,0.0011670685103754848,121.71140036398535
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,3,120.27977196287713,0.0010657080723157986,120.27870658748057
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,4,119.09324519542041,0.001134903586304937,119.0921103545974
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,5,118.26240923128076,0.0019822653501361445,118.26042697969721
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,6,117.9645599449537,0.0014861650618297455,117.96307398337686
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,7,117.53703493571413,0.0019084105283557052,117.5351267440543
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,8,117.44059045275272,0.001675065789495219,117.43891535806392
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,9,116.83228516973843,0.0008359061353402572,116.83144918199402
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,10,116.54007434318079,0.0014081850515431545,116.53866615084654
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,11,115.79515463476022,0.0005936780593934269,115.79456110158678
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,12,115.62790275278671,0.00044575815657616814,115.62745708655257
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,13,115.47491109437047,0.00044396823225156996,115.47446702988766
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,14,115.19773047009885,0.0005866301333459701,115.19714372329291
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,15,114.86605539901481,0.0006854583107922947,114.86536980729076
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,16,114.71064568619701,0.001383375028503328,114.70926236315985
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,17,114.60622317488023,0.0011056082060133515,114.6051174184894
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,18,114.3685110945728,0.0018604464387747546,114.36665057609095
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,19,114.15936987439572,0.0027265654129454693,114.15664335640754
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,20,113.8983054398173,0.0018251039903322802,113.8964802441676
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,21,113.6182209246725,0.001204030415897376,113.61701682917979
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,22,113.52642666305626,0.0016458231813624212,113.52478090570777
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,23,113.03925049502547,0.0009100338735473626,113.03834061596275
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,24,115.12104527594634,0.0015563905803172833,115.11948871085657
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,25,114.22148697152322,0.0013582624176012876,114.2201287285399
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,26,113.2918385458256,0.0015033539873419216,113.29033509143808
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,27,112.50711068000582,0.0015365316626456313,112.50557409465642
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,28,112.12092847455273,0.0012137042873060506,112.1197150214601
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,29,111.7090139652484,0.0006624798008076105,111.70835130385932
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,30,111.58585349235746,0.004081641422270782,111.58177180843458
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,31,111.32872418145449,0.0011521072225974492,111.32757210072891
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,32,111.0814929772477,0.0007677028916881661,111.08072519038922
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,33,110.81783627673407,0.0006280902272105752,110.8172080108474
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,34,110.56887155606601,0.000509867137838258,110.56836190408106
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,35,110.54722919780247,0.0005746411212053644,110.54665471703967
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,36,110.2999727027851,0.0006005061180613812,110.29937229894142
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,37,110.11958928398006,0.0003152943747851339,110.11927382326917
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,38,110.0478599084675,0.0004997933658099739,110.04736003559597
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,39,109.82048565774991,0.00039298125080898077,109.82009280715859
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,40,109.70808397999126,0.0006756375021833761,109.70740816738065
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,41,109.5295510054952,0.0006878867011211133,109.52886322190089
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,42,109.66716395425533,0.0005930845401550833,109.66657096904945
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,43,109.42818615318004,0.0005909100059774905,109.42759506478494
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,44,109.0186622998991,0.0004738151518375875,109.01818872947061
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,45,108.77019479656747,0.00034593000600580126,108.76984877612709
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,46,108.7045330658802,0.0005816850429838163,108.70395163014449
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,47,108.70554857622852,0.00046063391189476814,108.70508781981073
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,48,108.34985094439259,0.000535809084418029,108.34931486351056
tunning_1,128,256,16,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,49,108.42686285366669,0.0004074330591514336,108.42645550301062
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0,132.71447665388413,0.006127082467470215,132.70834915414042
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,1,124.43460529812133,0.0013124673827988667,124.43329300011061
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,2,121.3357730254284,0.00042609960896873757,121.33534704387517
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,3,119.89397881439378,0.00018282383460054968,119.89379570892503
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,4,118.71638320164128,8.27877522762659e-05,118.7162997419663
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,5,117.83368868327273,6.88038690489053e-05,117.83361997657059
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,6,117.58917952901092,9.169639868067464e-05,117.58908759691438
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,7,116.51718333544652,8.998546086557888e-05,116.51709317370673
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,8,116.10436021162002,0.00015061089805345365,116.10420952054018
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,9,115.78821386685028,0.00012121547631937393,115.78809280817022
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,10,115.67866806957603,0.00017313211209215326,115.67849486967476
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,11,115.44072748679483,0.0002117822426229777,115.44051563410468
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,12,115.32059740098141,0.00026519843195475,115.32033226898362
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,13,115.02541916146463,0.0002755554241304497,115.02514370238583
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,14,114.96776627177033,0.0002469743766953129,114.96751964421563
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,15,114.94795083736187,0.00033685463999696486,114.94761392161332
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,16,114.8157473822325,0.00038250903656850284,114.8153645636627
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,17,114.71242885694978,0.0005136617888356894,114.71191503198108
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,18,114.60091345349728,0.000598287699648915,114.60031519937252
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,19,114.51863051778045,0.0009132171132040946,114.5177170558529
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,20,114.27651075500151,0.0014343856028615604,114.27507630237558
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,21,114.14933220457635,0.002512250654528031,114.14681977329992
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,22,113.93513682665746,0.0037049828894765665,113.93143172290443
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,23,113.7872693815284,0.003914088804470324,113.78335545998252
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,24,113.4701941052853,0.008011179031979149,113.46218290381668
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,25,113.14523960345358,0.008597988133622303,113.13664186593577
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,26,112.84343673115936,0.010797287888042835,112.8326395361463
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,27,112.83576366782847,0.03813174912366419,112.79763170105318
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,28,112.32976902914311,0.018802850404291194,112.31096644954786
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,29,111.98748201823366,0.02321742210043234,111.9642645482859
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,30,113.19196791675209,0.18714583710412294,113.0048218194951
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,31,111.66378602928879,0.046482557996860525,111.61730316330714
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,32,111.41573898568338,0.04240539146185909,111.37333337773276
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,33,111.19065785276297,0.05157799866482698,111.13908002653174
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,34,111.2455595237774,0.056655891033825956,111.1889036821397
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,35,110.69982193583283,0.06637903562237545,110.63344295775693
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,36,110.455738973881,0.07905256982831006,110.37668643340221
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,37,110.31365452550392,0.08363022671714014,110.23002439045774
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,38,110.32250807957097,0.09972305369475928,110.22278535958812
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,39,110.00251660426018,0.10229678188568979,109.90021965912034
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,40,109.85622022428565,0.09859947279836591,109.75762058489889
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,41,109.79776232808993,0.12346275459501625,109.67429941925555
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,42,109.29032805216247,0.123245343771758,109.16708272860195
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,43,109.39858452391229,0.14418665484334883,109.25439786120673
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,44,109.57139355569913,0.16770009589458698,109.40369356271312
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,45,109.5371493766321,0.17406829187224582,109.36308098893139
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,46,109.01460793005168,0.1798461133933199,108.83476173021516
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,47,108.97643465495241,0.1817353557157253,108.79469940016942
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,48,108.89204899909087,0.20402081327214425,108.68802811427669
tunning_2,128,256,32,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,49,108.35788680440155,0.22308080565204935,108.13480575308616
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,0,133.2668577584114,0.0011769407197256773,133.26568080838874
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,1,125.103685790004,0.0014311342676381132,125.10225466733479
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,2,122.22908336154664,0.0011474020909054915,122.22793587531832
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,3,120.69649977710365,0.001418257520652443,120.6950811733857
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,4,119.4551561471507,0.0014489051883973345,119.45370740521679
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,5,118.54395526021884,0.001893450026863476,118.54206232734806
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,6,118.03060929946479,0.0029483966140889497,118.02766072815953
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,7,117.65783944314356,0.002036735553098894,117.65580277416588
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,8,117.0273058980868,0.0010368758568138872,117.02626914345757
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,9,116.36068409450804,0.0013994786692834691,116.3592845010494
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,10,115.9571575354476,0.0008539187994294218,115.95630367553036
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,11,115.73134537164678,0.00046522204683146834,115.73087997858038
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,12,115.72626744054298,0.0005986020785823299,115.72566889135877
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,13,115.29875790084922,0.0004903965106089883,115.29826746988033
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,14,115.0588716117058,0.00043330421958772146,115.05843842227156
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,15,114.93243939310148,0.0005402728221868036,114.93189892847893
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,16,114.88196551075298,0.000612425162342444,114.88135300947158
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,17,114.73953133261665,0.0008347753646979057,114.73869660941277
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,18,114.6245494863605,0.001076517346538912,114.62347319376403
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,19,114.41292285392298,0.001368938217798855,114.41155403095055
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,20,114.40991354252094,0.0015045969106401034,114.40840890789559
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,21,114.15934508940133,0.0012759166697004182,114.15806921015786
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,22,114.01796385201301,0.001144876989512833,114.01681893701712
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,23,113.70190459193445,0.0010039959490705714,113.7009004624509
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,24,113.44285048173936,0.001436215861396895,113.44141413230264
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,25,113.13490194246914,0.0012913030914406586,113.13361072013392
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,26,112.85704744454905,0.001128120124352921,112.85591939009356
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,27,112.71496320692874,0.001016166271160753,112.71394689570474
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,28,112.36874541393301,0.001194344744091411,112.36755084464563
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,29,112.1164214413469,0.0011552172366951629,112.11526619927001
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,30,111.92606471783549,0.001037295692914181,111.92502754169274
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,31,111.64787174456686,0.0009526790412997014,111.64691920833693
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,32,111.30932322128044,0.0010421076970874687,111.30828111342963
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,33,111.06509357262712,0.0007593599247787333,111.06433404743342
tunning_3,128,256,32,2,128,False,1.0,0.5,50,3e-05,bc,tunning_autoencoder,34,111.05622922781423,0.0005466993224423749,111.05568239833768
