train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,model_name,lr,dropout_rate,current_epoch,train_loss,kld,recon_loss
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,36,6.501615643501282,0.0006356238736771047,6.500980019569397
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,37,6.088666319847107,0.0006750476022716612,6.087991118431091
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,38,5.641372561454773,0.0005347574187908322,5.640837669372559
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,39,5.295660972595215,0.0005657861183863133,5.295095086097717
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,40,4.937201619148254,0.0007097590860212222,4.936491847038269
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,41,4.660788893699646,0.0004655114535125904,4.66032338142395
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,42,4.366566061973572,0.00043013482354581356,4.366135954856873
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,43,4.073648571968079,0.00042838115041377023,4.073220074176788
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,44,3.87155944108963,0.0005499190374393947,3.871009588241577
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,45,3.6602290272712708,0.00042988186032744125,3.6597991585731506
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,46,3.4324564337730408,0.0006947625370230526,3.431761682033539
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,47,3.2562127709388733,0.0003900389056070708,3.255822777748108
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,48,3.037114143371582,0.00032196669781114906,3.0367921590805054
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,49,2.9270575642585754,0.0004093690513400361,2.926648199558258
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,50,2.7601009607315063,0.00039330274012172595,2.7597076296806335
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,51,2.6009058952331543,0.00029576706583611667,2.600610136985779
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,52,2.4814683198928833,0.0003058902730117552,2.481162428855896
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,53,2.336708724498749,0.0005016498762415722,2.336207091808319
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,54,2.2203242778778076,0.0004142848774790764,2.219909965991974
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,55,2.1421845853328705,0.0004639457765733823,2.1417206525802612
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,56,2.0357601940631866,0.0003934770211344585,2.0353667438030243
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,57,1.908341884613037,0.0003627273326856084,1.907979130744934
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,58,1.8443167209625244,0.0004127715510549024,1.8439039885997772
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,59,1.7599577605724335,0.00038859299093019217,1.7595691680908203
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,60,1.6896824836730957,0.0004156547147431411,1.6892668306827545
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,61,1.6037607789039612,0.00026739345776150003,1.6034933924674988
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,62,1.5337496399879456,0.0002747487524175085,1.5334748923778534
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,63,1.4793745279312134,0.0003411477664485574,1.479033350944519
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,64,1.4088270664215088,0.00029536578949773684,1.4085316956043243
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,65,1.3525705337524414,0.00023622183289262466,1.3523343205451965
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,66,1.303542822599411,0.00028996430773986503,1.3032528758049011
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,67,1.219657152891159,0.00029636514955200255,1.2193607687950134
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,68,1.17766872048378,0.00036787607677979395,1.1773008704185486
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,69,1.123353362083435,0.0003099125897279009,1.123043417930603
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,70,1.0706569403409958,0.00031487905653193593,1.0703420490026474
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,71,1.0435712784528732,0.0002573022102296818,1.043313980102539
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,72,0.9946308881044388,0.00026817609614226967,0.9943627268075943
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,73,0.9498163461685181,0.0003433303500059992,0.9494730085134506
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,74,0.9199067205190659,0.0003424501628614962,0.9195642620325089
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,75,0.8751106560230255,0.000248308657319285,0.8748623430728912
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,76,0.832690879702568,0.0002346886285522487,0.832456186413765
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,77,0.8089867681264877,0.00018037749759969302,0.8088063895702362
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,78,0.7899216115474701,0.00016351273006876,0.7897580862045288
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,79,0.7559621334075928,0.0001565643906360492,0.755805566906929
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,80,0.719275027513504,0.0001618479291209951,0.7191131860017776
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,81,0.6889611333608627,0.00018065628682961687,0.6887804716825485
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,82,0.6588233262300491,0.00014119831757852808,0.6586821228265762
