train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,model_name,lr,current_epoch,train_loss,kld,recon_loss
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,0,48.956392635956654,0.5638240964373172,48.39256850395413
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,1,32.53609491843545,0.5634571817698399,31.972637872010964
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,2,28.59214303770118,0.564584896709379,28.027558158115788
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,3,26.737232824715463,0.5632993513049341,26.173933440150478
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,4,25.721586864956176,0.5643989723690307,25.15718786229086
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,5,24.918949332685102,0.5659327378589145,24.353016600424414
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,6,24.351080436074273,0.5651464768536183,23.785934005653
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,7,23.990117394463134,0.564413335112577,23.425704081414153
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,8,23.78805197404893,0.5649826190748267,23.223069380660082
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,9,24.29627786288604,0.6513679060488116,23.644910027309017
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,10,23.73688560296159,0.6497741173644093,23.08711145200782
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,11,23.38403342441959,0.6497870459740992,22.734246354076745
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,12,23.102686739758234,0.6497275253027184,22.452959144971647
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,13,22.929911144530575,0.6495995383236289,22.280311573934817
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,14,22.955473120041315,0.6499365347525032,22.305536538856465
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,15,22.7259649887928,0.5687295702280919,22.157235398476953
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,16,22.602481525905883,0.5635010685709959,22.03898042605068
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,17,22.515492686909205,0.5168762747095434,21.99861642405473
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,18,22.624223255979423,0.36975627067339356,22.25446695253994
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,19,22.19280004237897,0.30655338174730373,21.886246639062026
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,20,22.066447837576682,0.21937170188400626,21.84707616310752
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,21,21.908574178073945,0.09168488906891965,21.81688924652437
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,22,21.783849795220306,0.04761035647757804,21.736239385868306
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,23,21.772102208427302,0.04768334372349865,21.724418798204287
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,24,21.720597541134662,0.04684136204874318,21.673756167374922
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,25,21.70314425262957,0.04779949384993611,21.655344768123733
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,26,21.65328174928275,0.04742346621679338,21.605858307517035
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,27,21.582480156619244,0.004994810540846534,21.577485411206663
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,28,21.517338589410098,0.002122143318218009,21.51521643749258
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,29,21.52851297051867,0.0028583731216723254,21.52565458202889
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,30,21.49285986146874,0.00205658999585562,21.49080318113717
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,31,21.478193588678348,0.0026118704799603857,21.475581732902736
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,32,21.458209253806437,0.0019753893344657937,21.45623385181743
tunning_0,128,256,16,2,128,False,1.0,0.5,50,3e-05,gumbel,tunning_autoencoder,0.001,33,21.451920572565406,0.001223017531704384,21.450697609074208
