train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,model_name,lr,current_epoch,train_loss,kld,recon_loss
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,38,13.452972749320184,9.327147350400861e-05,13.452879463111499
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,39,13.486960853660962,6.098489717079342e-05,13.48689987646282
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,40,13.462817840154658,0.00010587776241211725,13.462711961229862
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,41,13.387044732741888,6.921038051918586e-05,13.386975541299218
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,42,13.39444444456153,0.00010088731300662072,13.394343528958315
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,43,13.480608497535327,8.424456352374428e-05,13.480524236984675
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,44,13.517944025071287,7.286930355215728e-05,13.517871145385405
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,45,13.507295476797536,9.408112528437404e-05,13.507201373906426
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,46,13.520098449116912,8.130188533622715e-05,13.520017176043263
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,47,13.545935151326722,6.893458990836825e-05,13.545866223329996
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,48,13.611577740031711,8.522480997904615e-05,13.611492520537825
dvmEhYqV,128,512,16,2,128,True,1,0.5,50,3e-05,bc,,0.001,49,13.624404907226562,7.589275960200106e-05,13.624329018988004
