train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,current_epoch,train_loss,kld,recon_loss
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,0,145.28541746192215,0.06943243528678962,145.21598516643377
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,1,121.14852357305874,0.0009582973383135518,121.14756534639643
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,2,118.71672348949791,0.0005787618167071928,118.71614458284326
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,3,117.63467651704399,0.00038703455927702006,117.63428931473368
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,4,116.68947125008093,0.00033496636852303014,116.68913639974858
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,5,115.62553818844958,0.0002906611168342874,115.62524759703578
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,6,114.7856301576393,0.0002847051137649243,114.7853455938687
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,7,113.97024734244162,0.00023428843438191832,113.97001314953546
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,8,114.34838597418853,0.0003335235127632491,114.34805272560752
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,9,112.93138312239674,0.0003422138980462458,112.9310406005185
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,10,111.90725952485649,0.00023998233651451622,111.90701964151793
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,11,111.15346059219613,0.00028302486867255413,111.15317767232821
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,12,110.55904143949898,0.00032035702942723914,110.55872104708003
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,13,110.04835316357692,0.0005609992335522188,110.0477922977005
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,14,109.39880935921853,0.00073288393014584,109.39807655798137
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,15,108.73229061569297,0.0008657557046612035,108.73142478479207
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,16,108.16730617291361,0.0017003446990413108,108.16560578741421
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,17,107.49363771723121,0.0025900473569916015,107.49104772746892
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,18,107.50485667866238,0.031435807570634994,107.47342108626393
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,19,106.8681068631167,0.07601214647910542,106.79209457313158
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,20,106.18563998733437,0.11212360202360548,106.07351612913016
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,21,105.077356791628,0.17364992468890564,104.9037072619022
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,22,103.95319324303728,0.10145307756260613,103.85174021009583
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,23,102.95453441472344,0.09642362302344148,102.85811071237806
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,24,102.10153527022726,0.12887923637641727,101.97265578633514
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,25,101.12642762410707,0.13928524684675492,100.98714227834459
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,26,100.13647317622906,0.14074700860852035,99.99572635882467
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,27,98.68228823835679,0.1626315748740955,98.51965635520978
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,28,97.75209230876101,0.23153592325047234,97.5205565816131
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,29,96.30659674544361,0.22975052234546914,96.07684633876737
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,30,94.77120588102393,0.23822915315298746,94.53297689869918
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,31,93.23185810068036,0.30160534653545085,92.93025266531423
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,32,92.93320068865191,0.37936967067955607,92.55383119530441
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,33,91.40962657612332,0.440511937299486,90.96911469348886
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,34,89.28032397696985,0.4297572759633565,88.850566842938
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,35,87.69170017137053,0.4956776023898994,87.19602253950762
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,36,87.16735919931317,0.48547738148362596,86.68188206793853
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,37,85.67092895507812,0.49167789263619904,85.17925093845768
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,38,83.98522232645783,0.4879289592168608,83.49729325099544
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,39,82.49460922156908,0.5094203008801897,81.98518902689054
tunning_0,512,512,15,2,128,False,1.0,0.5,50,3e-05,gumbel,40,81.23795423981893,0.5266844505104571,80.7112696526459
